btc_start_date,price_open,price_high,price_low,price_close,volume_traded,trades_count
2020-09-30T00:00:00.0000000Z,10841.4,10842.4,10670.0,10774.9,2490.10469688,10632
2020-10-01T00:00:00.0000000Z,10774.9,10930.0,10451.0,10616.1,5111.3614609,19414
2020-10-02T00:00:00.0000000Z,10611.0,10655.5,10384.3,10574.8,3913.28251024,15822
2020-10-03T00:00:00.0000000Z,10574.8,10603.7,10504.1,10553.0,1245.66971477,6015
2020-10-04T00:00:00.0000000Z,10553.0,10690.0,10531.2,10676.4,1251.36292427,6108
2020-10-05T00:00:00.0000000Z,10676.4,10799.0,10632.0,10799.0,2307.02145509,9852
2020-10-06T00:00:00.0000000Z,10799.0,10803.6,10527.0,10605.4,3405.7886161,12383
2020-10-07T00:00:00.0000000Z,10605.0,10676.6,10552.6,10669.9,2203.2794015,9314
2020-10-08T00:00:00.0000000Z,10670.0,10969.6,10540.0,10934.1,4275.28364798,14718
2020-10-09T00:00:00.0000000Z,10931.9,11110.6,10842.0,11060.2,3268.02554943,13297
2020-10-10T00:00:00.0000000Z,11060.1,11499.0,11060.1,11301.5,3957.9877502,13827
2020-10-11T00:00:00.0000000Z,11299.4,11443.9,11262.0,11376.6,2180.88632597,7814
2020-10-12T00:00:00.0000000Z,11376.6,11725.9,11202.9,11535.8,4883.06989373,15876
2020-10-13T00:00:00.0000000Z,11534.6,11560.0,11315.0,11428.6,3464.47542678,12311
2020-10-14T00:00:00.0000000Z,11428.9,11555.0,11300.0,11433.1,2816.15775409,10650
2020-10-15T00:00:00.0000000Z,11433.2,11628.0,11255.3,11501.0,3306.54329242,12129
2020-10-16T00:00:00.0000000Z,11501.0,11549.0,11207.0,11326.9,3687.59839664,13448
2020-10-17T00:00:00.0000000Z,11327.0,11411.8,11254.6,11363.9,1155.83990213,5032
2020-10-18T00:00:00.0000000Z,11364.0,11515.1,11355.7,11508.9,1062.87912435,5240
2020-10-19T00:00:00.0000000Z,11508.8,11838.3,11416.6,11757.0,4364.70701426,14334
2020-10-20T00:00:00.0000000Z,11757.0,12070.0,11678.8,11925.4,5301.93244632,17620
2020-10-21T00:00:00.0000000Z,11926.7,13241.4,11905.7,12813.0,11395.83006439,38128
2020-10-22T00:00:00.0000000Z,12813.0,13199.0,12690.5,12984.1,5330.92221973,22838
2020-10-23T00:00:00.0000000Z,12985.4,13032.8,12735.0,12939.0,3890.68360624,16207
2020-10-24T00:00:00.0000000Z,12939.0,13172.3,12890.7,13130.9,1807.25292326,8227
2020-10-25T00:00:00.0000000Z,13130.9,13351.0,12833.0,13039.2,3508.36779755,12947
2020-10-26T00:00:00.0000000Z,13039.8,13243.6,12801.0,13080.0,4628.57769014,17227
2020-10-27T00:00:00.0000000Z,13080.0,13794.8,13064.0,13649.6,7598.30542193,26505
2020-10-28T00:00:00.0000000Z,13649.1,13851.6,12900.0,13289.5,8264.01285695,29642
2020-10-29T00:00:00.0000000Z,13288.0,13644.0,12975.0,13463.1,5549.85025094,21909
2020-10-30T00:00:00.0000000Z,13462.1,13684.9,13131.0,13567.0,6467.91601097,21764
2020-10-31T00:00:00.0000000Z,13567.0,14080.0,13425.5,13809.1,5276.85594924,21646
2020-11-01T00:00:00.0000000Z,13799.0,13900.6,13634.6,13762.5,2302.11145634,10406
2020-11-02T00:00:00.0000000Z,13762.6,13840.0,13218.3,13565.8,5151.11685948,19179
2020-11-03T00:00:00.0000000Z,13568.3,14062.8,13305.0,14021.8,5039.10250174,20569
2020-11-04T00:00:00.0000000Z,14028.8,14266.4,13540.7,14163.3,7483.6944668,27768
2020-11-05T00:00:00.0000000Z,14165.7,15782.3,14120.1,15610.4,13893.25601976,51837
2020-11-06T00:00:00.0000000Z,15610.3,15967.0,15177.0,15599.2,9396.63701818,41939
2020-11-07T00:00:00.0000000Z,15602.8,15769.9,14365.0,14837.3,7389.69503722,39230
2020-11-08T00:00:00.0000000Z,14837.4,15650.0,14726.6,15480.1,4503.78394392,21956
2020-11-09T00:00:00.0000000Z,15480.0,15843.3,14824.7,15322.9,7504.02825531,32784
2020-11-10T00:00:00.0000000Z,15339.1,15474.9,15100.0,15316.7,3702.5294581,16448
2020-11-11T00:00:00.0000000Z,15319.0,15990.0,15300.0,15708.7,6372.29146415,27047
2020-11-12T00:00:00.0000000Z,15708.6,16345.0,15425.3,16307.8,9211.00074147,37640
2020-11-13T00:00:00.0000000Z,16308.6,16489.4,15980.6,16343.4,6047.70199315,27494
2020-11-14T00:00:00.0000000Z,16343.3,16343.4,15735.0,16080.1,3195.36047372,17079
2020-11-15T00:00:00.0000000Z,16086.5,16170.5,15801.0,15962.3,2083.20526402,12207
2020-11-16T00:00:00.0000000Z,15966.8,16892.9,15884.3,16721.1,6622.75985158,30363
2020-11-17T00:00:00.0000000Z,16723.8,17876.1,16569.5,17684.8,10140.25515534,42559
2020-11-18T00:00:00.0000000Z,17680.0,18495.0,17200.0,17800.0,13809.84372874,59887
2020-11-19T00:00:00.0000000Z,17800.0,18200.0,17369.0,17828.2,6826.99490157,31865
2020-11-20T00:00:00.0000000Z,17827.4,18824.0,17780.0,18680.2,6868.21548853,33715
2020-11-21T00:00:00.0000000Z,18673.6,18977.5,18333.0,18708.7,4416.2457309,23313
2020-11-22T00:00:00.0000000Z,18708.7,18764.9,17620.0,18450.2,6455.71402813,31131
2020-11-23T00:00:00.0000000Z,18433.7,18780.0,18005.0,18387.8,6136.21838678,31226
2020-11-24T00:00:00.0000000Z,18380.2,19448.0,18069.7,19173.8,9016.49339167,53515
2020-11-25T00:00:00.0000000Z,19169.6,19509.3,18425.1,18723.4,6901.83086187,38571
2020-11-26T00:00:00.0000000Z,18725.9,18900.0,16210.0,17164.6,18201.00746228,90747
2020-11-27T00:00:00.0000000Z,17165.0,17460.0,16450.8,17144.2,5960.84579146,32507
2020-11-28T00:00:00.0000000Z,17146.0,17890.0,16871.1,17732.9,4996.97982025,24751
2020-11-29T00:00:00.0000000Z,17731.6,18356.1,17525.0,18194.2,5284.40097885,24202
2020-11-30T00:00:00.0000000Z,18195.6,19850.0,16660.0,19708.1,13478.56893761,60878
2020-12-01T00:00:00.0000000Z,19706.5,19947.5,18111.0,18782.9,12736.95154884,57502
2020-12-02T00:00:00.0000000Z,18777.0,19350.0,18347.1,19231.4,6731.08032737,32998
2020-12-03T00:00:00.0000000Z,19219.3,19600.0,18851.9,19451.3,5044.82532866,26527
2020-12-04T00:00:00.0000000Z,19440.7,19536.1,18561.6,18665.8,5822.64741375,31458
2020-12-05T00:00:00.0000000Z,18655.0,19179.3,18511.0,19153.0,2374.00889204,15930
2020-12-06T00:00:00.0000000Z,19153.1,19437.0,18857.8,19392.9,3210.53321269,26615
2020-12-07T00:00:00.0000000Z,19385.0,19440.0,18900.0,19178.6,3137.20401649,18275
2020-12-08T00:00:00.0000000Z,19182.5,19300.0,18120.0,18320.5,6386.01889423,34898
2020-12-09T00:00:00.0000000Z,18313.1,18640.0,17649.9,18548.5,7731.94332043,38590
2020-12-10T00:00:00.0000000Z,18548.4,18557.2,17911.1,18245.5,4907.80062191,26105
2020-12-11T00:00:00.0000000Z,18246.4,18285.0,17572.0,18031.5,6182.7895133,32795
2020-12-12T00:00:00.0000000Z,18031.5,18986.9,18024.0,18806.9,4525.55969928,23853
2020-12-13T00:00:00.0000000Z,18814.4,19420.0,18712.6,19164.1,4739.20166914,23027
2020-12-14T00:00:00.0000000Z,19163.0,19342.7,19002.0,19281.1,3152.97773773,16793
2020-12-15T00:00:00.0000000Z,19281.0,19551.5,19048.9,19439.7,5539.3514557,26232
2020-12-16T00:00:00.0000000Z,19439.5,21577.4,19302.4,21378.1,11687.68142083,57546
2020-12-17T00:00:00.0000000Z,21361.7,23751.0,21264.4,22826.2,18869.62474633,99564
2020-12-18T00:00:00.0000000Z,22811.8,23163.2,22451.3,23130.5,1846.00022225,11766
2020-12-19T00:00:00.0000000Z,23132.8,24109.9,22800.0,23871.5,5337.41282676,32259
2020-12-20T00:00:00.0000000Z,23871.5,24297.7,23084.9,23480.7,5873.97858213,32832
2020-12-21T00:00:00.0000000Z,23480.8,24090.0,21885.6,22716.1,10782.98379936,53991
2020-12-22T00:00:00.0000000Z,22724.6,23837.0,22354.2,23828.2,5724.61053262,31219
2020-12-23T00:00:00.0000000Z,23823.0,24080.0,22629.2,23226.7,8788.90832226,44124
2020-12-24T00:00:00.0000000Z,23225.5,23750.0,22723.0,23718.6,4791.87004044,26753
2020-12-25T00:00:00.0000000Z,23718.7,24777.7,23410.8,24698.6,6103.41797986,32136
2020-12-26T00:00:00.0000000Z,24703.8,26800.0,24500.0,26441.2,9647.60060031,50210
2020-12-27T00:00:00.0000000Z,26442.2,28353.2,25634.6,26251.4,14227.75784759,82128
2020-12-28T00:00:00.0000000Z,26238.0,27460.9,26056.4,27029.5,7853.66597268,42220
2020-12-29T00:00:00.0000000Z,27028.9,27400.0,25850.0,27376.2,8694.68016693,43397
2020-12-30T00:00:00.0000000Z,27376.2,28972.1,27346.0,28879.9,10428.38992646,56975
2020-12-31T00:00:00.0000000Z,28880.0,29291.7,27844.0,28959.2,7612.52438637,43246
2021-01-01T00:00:00.0000000Z,28959.4,29670.0,28672.3,29398.9,5856.86897657,33361
2021-01-02T00:00:00.0000000Z,29398.7,33245.0,29028.7,32238.8,19615.91350889,102966
2021-01-03T00:00:00.0000000Z,32215.4,34771.0,32002.0,33082.7,12123.31825165,92972
2021-01-04T00:00:00.0000000Z,33082.7,33652.3,27920.0,32048.0,16071.11825853,116805
2021-01-05T00:00:00.0000000Z,32047.9,34499.0,29910.5,34050.0,10954.91935444,75140
2021-01-06T00:00:00.0000000Z,34049.7,36989.0,33373.4,36876.7,12331.21786571,90479
2021-01-07T00:00:00.0000000Z,36873.4,40376.9,36201.0,39489.0,16135.68915199,108255
2021-01-09T00:00:00.0000000Z,40644.2,41418.0,38765.2,40252.1,5972.07067626,49726
2021-01-10T00:00:00.0000000Z,40256.8,41437.5,34875.0,38170.5,14135.15635022,97965
2021-01-11T00:00:00.0000000Z,38170.3,38249.9,30302.0,35439.3,26409.245076,173703
2021-01-12T00:00:00.0000000Z,35444.0,36626.6,32416.8,34046.4,13736.56822992,90856
2021-01-13T00:00:00.0000000Z,34038.2,37820.0,32349.9,37390.1,12763.07213478,77175
2021-01-14T00:00:00.0000000Z,37390.1,40115.0,36676.6,39151.6,10484.309444,70372
2021-01-15T00:00:00.0000000Z,39121.5,39686.1,34371.0,36739.8,13486.03839009,90447
2021-01-16T00:00:00.0000000Z,36744.6,37947.5,35342.2,36014.6,8842.42252093,54004
2021-01-17T00:00:00.0000000Z,36010.5,36873.9,33850.0,35816.4,9017.89627085,54871
2021-01-18T00:00:00.0000000Z,35815.6,37400.0,34754.5,36622.5,7464.62633774,45192
2021-01-19T00:00:00.0000000Z,36622.5,37860.0,35900.0,35925.6,6298.62523746,48303
