atom_start_date,price_open,price_high,price_low,price_close,volume_traded,trades_count
2019-05-12T00:00:00.0000000Z,3.9612,4.24,3.6979,3.8449,109268.7319785,1094
2019-05-13T00:00:00.0000000Z,3.8279,4.189,3.8279,3.9338,189112.30806983,1712
2019-05-14T00:00:00.0000000Z,3.932,4.1445,3.7934,4.0024,132812.0700545,1210
2019-05-15T00:00:00.0000000Z,4.0024,4.68,4.0024,4.5613,217983.08308621,1995
2019-05-16T00:00:00.0000000Z,4.5351,4.7968,4.0,4.2736,97162.19354372,1014
2019-05-17T00:00:00.0000000Z,4.2814,4.75,3.7876,4.4026,249986.68862693,1881
2019-05-18T00:00:00.0000000Z,4.445,4.9417,4.3355,4.7053,89913.89431559,683
2019-05-19T00:00:00.0000000Z,4.6711,5.1777,4.6228,4.8699,152067.41999557,931
2019-05-20T00:00:00.0000000Z,4.85,4.8899,4.4533,4.7557,104406.17334453,734
2019-05-21T00:00:00.0000000Z,4.701,4.8303,4.5199,4.7977,64405.81047161,657
2019-05-22T00:00:00.0000000Z,4.7398,4.815,4.3,4.3,66298.21890088,866
2019-05-23T00:00:00.0000000Z,4.3,4.4499,4.1208,4.3639,127949.70715391,624
2019-05-24T00:00:00.0000000Z,4.3999,4.7898,4.2812,4.4929,75358.49061186,660
2019-05-25T00:00:00.0000000Z,4.493,4.6,4.3344,4.4058,32818.79780241,237
2019-05-26T00:00:00.0000000Z,4.4025,4.5878,4.2612,4.5636,54391.2880452,443
2019-05-27T00:00:00.0000000Z,4.5799,4.7,4.4859,4.682,74035.8511145,666
2019-05-28T00:00:00.0000000Z,4.6434,4.8333,4.4948,4.776,49924.81195025,714
2019-05-29T00:00:00.0000000Z,4.7897,4.8119,4.5111,4.7078,62914.145571,382
2019-05-30T00:00:00.0000000Z,4.7182,6.4299,3.0,5.8566,335179.64344816,3639
2019-05-31T00:00:00.0000000Z,5.8597,5.8915,5.2287,5.7468,54091.45499673,620
