ant_start_date,price_open,price_high,price_low,price_close,volume_traded,trades_count
2021-09-13T00:00:00.0000000Z,6.0481,6.0972,5.3749,5.5838,73504.68600024,299
2021-09-14T00:00:00.0000000Z,5.6042,6.07,5.5582,5.9678,43700.23770804,218
2021-09-15T00:00:00.0000000Z,6.01,6.5366,5.8976,6.1629,52870.45661041,356
2021-09-16T00:00:00.0000000Z,6.188,6.4601,5.8953,6.022,31697.74058933,277
2021-09-17T00:00:00.0000000Z,6.0088,6.0245,5.7415,5.8338,20846.1583416,150
2021-09-18T00:00:00.0000000Z,5.902,7.0225,5.8659,6.115,67531.38643034,453
2021-09-19T00:00:00.0000000Z,6.1648,7.0182,5.9211,5.9664,80897.72546574,734
2021-09-20T00:00:00.0000000Z,5.9515,5.9515,4.8968,4.9137,98113.95863268,590
2021-09-21T00:00:00.0000000Z,4.8873,5.0806,4.4963,4.5157,114560.70755602,485
2021-09-22T00:00:00.0000000Z,4.5344,5.1622,4.4372,5.1622,59419.59149424,252
2021-09-23T00:00:00.0000000Z,5.1911,5.3866,4.958,5.205,49866.2051709,187
2021-09-24T00:00:00.0000000Z,5.1973,5.2101,4.3279,4.7357,51423.74573976,250
2021-09-25T00:00:00.0000000Z,4.7618,5.0055,4.6248,4.765,45510.10211467,225
2021-09-26T00:00:00.0000000Z,4.7445,4.7445,4.161,4.5283,19804.52257634,157
2021-09-27T00:00:00.0000000Z,4.5028,4.8701,4.3932,4.4264,46304.79764331,220
2021-09-28T00:00:00.0000000Z,4.3013,4.454,4.0916,4.0916,47186.68881664,188
2021-09-29T00:00:00.0000000Z,4.1138,4.3194,4.1061,4.2197,30810.58784578,133
2021-09-30T00:00:00.0000000Z,4.2593,4.3589,4.1765,4.305,50533.08093251,185
