bal_start_date,price_open,price_high,price_low,price_close,volume_traded,trades_count
2021-07-28T00:00:00.0000000Z,20.11,20.45,19.61,19.75,2392.95049587,168
2021-07-29T00:00:00.0000000Z,19.89,20.32,19.44,20.1,16836.81878274,351
2021-07-30T00:00:00.0000000Z,20.31,20.78,19.51,20.74,3434.31221469,174
2021-07-31T00:00:00.0000000Z,20.57,21.81,20.47,21.62,3834.67732153,160
2021-08-01T00:00:00.0000000Z,21.56,22.99,21.0,21.44,10096.89305566,461
2021-08-02T00:00:00.0000000Z,21.42,22.37,21.11,22.02,14499.93738363,365
2021-08-03T00:00:00.0000000Z,21.92,22.42,20.57,21.56,7772.69604005,302
2021-08-04T00:00:00.0000000Z,21.56,23.0,21.39,22.7,4277.51093319,227
2021-08-05T00:00:00.0000000Z,22.72,24.41,21.99,24.1,26991.43485277,1008
2021-08-06T00:00:00.0000000Z,24.15,26.0,23.48,25.06,40687.02754017,1176
2021-08-07T00:00:00.0000000Z,25.07,26.84,24.6,26.1,16118.45306833,741
2021-08-08T00:00:00.0000000Z,25.98,26.81,23.68,24.12,17341.28665714,542
2021-08-09T00:00:00.0000000Z,24.02,25.23,23.12,24.96,13822.66943826,490
2021-08-10T00:00:00.0000000Z,24.91,25.68,24.15,24.83,7185.31199939,353
2021-08-11T00:00:00.0000000Z,24.76,27.08,24.76,25.6,9111.7815953,539
2021-08-12T00:00:00.0000000Z,25.67,26.7,24.18,24.7,5157.77736008,342
2021-08-13T00:00:00.0000000Z,24.57,27.18,24.55,27.16,5330.77896971,294
2021-08-14T00:00:00.0000000Z,27.29,27.29,25.16,26.65,12373.12144145,433
2021-08-15T00:00:00.0000000Z,26.77,28.5,25.82,28.43,15440.4492336,596
2021-08-16T00:00:00.0000000Z,28.43,29.3,27.12,27.19,26373.53035426,860
2021-08-17T00:00:00.0000000Z,27.27,30.61,26.42,26.55,16254.30835985,776
2021-08-18T00:00:00.0000000Z,26.55,27.05,25.46,26.26,35921.4406053,893
2021-08-19T00:00:00.0000000Z,26.17,27.57,25.2,27.4,19328.34162589,452
2021-08-20T00:00:00.0000000Z,27.6,30.0,27.32,29.77,17872.12072107,600
2021-08-21T00:00:00.0000000Z,29.63,31.82,28.87,29.16,16966.86824297,539
2021-08-22T00:00:00.0000000Z,29.03,30.56,28.64,30.25,12367.19305568,441
2021-08-23T00:00:00.0000000Z,30.46,31.88,29.77,30.3,6935.28707604,354
2021-08-24T00:00:00.0000000Z,30.53,30.78,27.34,27.5,28387.88478485,869
2021-08-25T00:00:00.0000000Z,27.71,28.14,26.21,27.55,16456.49439838,564
2021-08-26T00:00:00.0000000Z,27.43,27.85,24.98,25.51,18342.63841925,635
2021-08-27T00:00:00.0000000Z,25.51,27.37,25.0,27.2,7154.32624734,303
2021-08-28T00:00:00.0000000Z,27.17,28.76,26.81,27.55,3934.16591843,271
2021-08-29T00:00:00.0000000Z,27.71,28.06,26.5,26.89,4777.24093391,208
2021-08-30T00:00:00.0000000Z,26.84,28.23,25.92,26.47,21309.50192418,442
2021-08-31T00:00:00.0000000Z,26.46,28.49,26.15,27.79,6594.29616005,332
2021-09-01T00:00:00.0000000Z,27.56,32.25,27.14,32.25,8532.32889101,624
2021-09-02T00:00:00.0000000Z,32.18,33.74,30.85,32.36,22540.35775022,1183
2021-09-03T00:00:00.0000000Z,32.33,34.73,31.4,33.21,24516.14891758,1042
2021-09-04T00:00:00.0000000Z,33.17,35.55,32.76,33.25,28948.34048016,1153
2021-09-05T00:00:00.0000000Z,33.22,33.9,31.76,33.65,35500.11647065,787
2021-09-06T00:00:00.0000000Z,33.66,34.35,32.03,32.65,38763.83778821,774
2021-09-07T00:00:00.0000000Z,32.58,33.11,22.58,26.45,87960.35331968,2315
2021-09-08T00:00:00.0000000Z,26.31,27.18,24.25,26.32,32824.11874165,954
2021-09-09T00:00:00.0000000Z,26.44,27.41,24.77,26.18,65964.58631057,944
2021-09-10T00:00:00.0000000Z,26.15,26.93,23.73,24.34,25810.89026,550
2021-09-11T00:00:00.0000000Z,24.45,25.69,24.23,24.76,15813.68781884,291
2021-09-12T00:00:00.0000000Z,24.82,27.88,24.6,26.82,5389.5155832,386
2021-09-13T00:00:00.0000000Z,26.96,27.01,23.66,25.13,21066.58118697,589
2021-09-14T00:00:00.0000000Z,25.36,27.0,25.02,26.84,38185.6100099,720
2021-09-15T00:00:00.0000000Z,27.0,28.43,26.57,28.23,7586.72775898,557
2021-09-16T00:00:00.0000000Z,28.28,29.73,27.18,27.98,45356.25111439,1324
2021-09-17T00:00:00.0000000Z,28.01,28.01,25.4,25.57,36253.58912451,748
2021-09-18T00:00:00.0000000Z,25.73,26.57,25.21,25.43,11035.06200847,225
2021-09-19T00:00:00.0000000Z,25.7,25.7,24.4,24.71,5817.85773628,181
2021-09-20T00:00:00.0000000Z,24.76,24.81,20.62,21.26,8658.75601258,493
2021-09-21T00:00:00.0000000Z,21.18,22.3,19.15,19.6,9392.16812064,377
2021-09-22T00:00:00.0000000Z,19.78,21.72,19.47,21.54,6860.14063267,255
2021-09-23T00:00:00.0000000Z,21.59,22.28,21.46,21.93,6399.63087832,226
2021-09-24T00:00:00.0000000Z,21.97,21.98,19.16,20.01,13127.12769885,348
2021-09-25T00:00:00.0000000Z,20.49,20.71,19.31,20.4,1240.68317958,99
2021-09-26T00:00:00.0000000Z,20.22,21.15,18.67,20.75,13001.79656275,239
2021-09-27T00:00:00.0000000Z,20.74,21.74,20.01,20.5,3086.61902451,158
2021-09-28T00:00:00.0000000Z,19.78,20.15,18.8,18.8,2261.26500304,123
2021-09-29T00:00:00.0000000Z,18.7,19.65,18.5,18.92,1824.51591076,121
2021-09-30T00:00:00.0000000Z,19.51,19.93,19.36,19.71,1196.10836132,50
