ethc_start_date,price_open,price_high,price_low,price_close,volume_traded,trades_count
2021-08-05T00:00:00.0000000Z,51.546,53.5,48.941,52.568,52466.19642392,1434
2021-08-06T00:00:00.0000000Z,52.661,53.754,51.358,53.044,23639.6745436,850
2021-08-07T00:00:00.0000000Z,52.867,61.2,52.748,61.051,51499.32216645,3242
2021-08-08T00:00:00.0000000Z,60.725,63.691,55.859,57.114,65285.25637771,2659
2021-08-09T00:00:00.0000000Z,57.25,60.4,55.112,59.199,32424.15664999,1613
2021-08-10T00:00:00.0000000Z,59.0,60.435,57.003,58.688,10012.49239003,942
2021-08-11T00:00:00.0000000Z,59.029,63.832,58.64,60.985,64786.50721415,2351
2021-08-12T00:00:00.0000000Z,60.62,65.742,57.56,60.05,44717.72581258,2357
2021-08-13T00:00:00.0000000Z,60.127,64.512,59.384,64.227,39988.15329532,1468
2021-08-14T00:00:00.0000000Z,64.513,67.742,61.836,67.256,50128.31100057,2836
2021-08-15T00:00:00.0000000Z,67.356,77.249,67.14,75.066,75882.27093913,4564
2021-08-16T00:00:00.0000000Z,75.2,75.775,64.53,68.966,65316.98414232,2842
2021-08-17T00:00:00.0000000Z,69.19,71.772,61.22,62.79,45671.36254654,2480
2021-08-18T00:00:00.0000000Z,63.267,66.211,59.724,63.983,21111.34239305,1850
2021-08-19T00:00:00.0000000Z,63.927,67.0,60.639,67.0,37404.87408248,1380
2021-08-20T00:00:00.0000000Z,67.0,70.393,66.146,70.115,37815.72070272,1749
2021-08-21T00:00:00.0000000Z,70.191,70.246,66.957,67.658,17873.83618237,883
2021-08-22T00:00:00.0000000Z,67.794,68.612,64.852,67.605,11784.73254136,892
2021-08-23T00:00:00.0000000Z,67.553,69.509,66.817,68.269,22160.67500564,1034
2021-08-24T00:00:00.0000000Z,68.475,68.591,61.145,63.16,26742.19022814,1464
2021-08-25T00:00:00.0000000Z,63.014,64.896,61.129,63.669,13939.47371658,871
2021-08-26T00:00:00.0000000Z,63.391,64.323,58.753,59.921,19429.62045105,1687
2021-08-27T00:00:00.0000000Z,60.071,64.238,58.877,64.15,11182.73006578,1037
2021-08-28T00:00:00.0000000Z,64.19,66.682,63.077,64.229,15465.19579701,1021
2021-08-29T00:00:00.0000000Z,64.323,65.818,63.0,63.349,5060.45042857,581
2021-08-30T00:00:00.0000000Z,63.306,64.905,61.154,62.015,12382.77928386,915
2021-08-31T00:00:00.0000000Z,61.752,65.055,60.748,64.135,15689.94562159,1090
2021-09-01T00:00:00.0000000Z,63.849,69.045,62.454,69.005,28195.52564483,1468
2021-09-02T00:00:00.0000000Z,68.941,70.142,66.644,67.754,27188.51669646,1664
2021-09-03T00:00:00.0000000Z,68.305,72.54,66.141,70.023,47009.36379362,2144
2021-09-04T00:00:00.0000000Z,70.077,71.315,68.17,69.253,18056.62497152,1035
2021-09-05T00:00:00.0000000Z,69.007,73.897,68.305,73.526,29005.69045775,1514
2021-09-06T00:00:00.0000000Z,73.467,77.386,71.352,73.752,36366.70509172,2103
2021-09-07T00:00:00.0000000Z,73.44,73.788,50.0,59.315,90185.27281555,5681
2021-09-08T00:00:00.0000000Z,59.55,61.312,53.462,58.858,31988.75671419,2073
2021-09-09T00:00:00.0000000Z,58.797,60.323,57.56,58.851,16238.24585666,1078
2021-09-10T00:00:00.0000000Z,58.901,60.334,55.026,56.211,16543.95750253,936
2021-09-11T00:00:00.0000000Z,56.3,58.16,55.712,56.613,8428.08377705,437
2021-09-12T00:00:00.0000000Z,57.297,58.898,56.16,58.223,3897.53466108,507
2021-09-13T00:00:00.0000000Z,58.198,58.198,53.6,55.694,12818.8808428,953
2021-09-14T00:00:00.0000000Z,55.552,57.33,55.193,57.01,9837.415073,584
2021-09-15T00:00:00.0000000Z,57.251,59.33,56.351,59.093,21251.32340246,621
2021-09-16T00:00:00.0000000Z,58.997,59.961,56.874,58.027,10021.92048657,734
2021-09-17T00:00:00.0000000Z,57.906,58.986,56.061,56.534,8833.60828158,499
2021-09-18T00:00:00.0000000Z,56.558,58.301,55.72,57.264,14391.63205352,376
2021-09-19T00:00:00.0000000Z,56.882,57.061,54.862,55.316,18220.90785747,278
2021-09-20T00:00:00.0000000Z,55.019,55.019,47.239,48.88,19531.22221305,1011
2021-09-21T00:00:00.0000000Z,49.116,50.302,44.608,45.693,15501.35912279,759
2021-09-22T00:00:00.0000000Z,45.459,51.273,45.094,51.2,6423.35959558,449
2021-09-23T00:00:00.0000000Z,51.41,51.586,49.542,51.33,6874.33561777,318
2021-09-24T00:00:00.0000000Z,51.35,51.768,44.235,47.491,14448.03280925,660
2021-09-25T00:00:00.0000000Z,47.942,49.617,46.321,47.371,12303.34860419,475
2021-09-26T00:00:00.0000000Z,47.474,48.24,44.205,47.178,9972.96736487,480
2021-09-27T00:00:00.0000000Z,46.89,48.35,45.489,45.489,7791.41733125,357
2021-09-28T00:00:00.0000000Z,45.491,48.951,44.871,45.031,12069.17425639,592
2021-09-29T00:00:00.0000000Z,45.256,46.89,44.776,45.534,3385.53339794,214
2021-09-30T00:00:00.0000000Z,45.749,47.157,45.664,47.037,3881.99875208,278
