oxt_start_date,price_open,price_high,price_low,price_close,volume_traded,trades_count
2020-09-30T00:00:00.0000000Z,0.29948,0.3221,0.28,0.29001,1967391.86029371,2326
2020-10-01T00:00:00.0000000Z,0.28944,0.30247,0.27778,0.28273,1273730.98981577,1919
2020-10-02T00:00:00.0000000Z,0.28182,0.28256,0.25952,0.27216,2434838.84206066,2900
2020-10-03T00:00:00.0000000Z,0.27157,0.27918,0.26649,0.26951,744356.60920681,1144
2020-10-04T00:00:00.0000000Z,0.27034,0.27081,0.26039,0.26261,984815.75276691,1782
2020-10-05T00:00:00.0000000Z,0.26316,0.28531,0.26137,0.26618,1485842.31885343,2163
2020-10-06T00:00:00.0000000Z,0.26919,0.27732,0.24112,0.24591,1575465.49618703,2714
2020-10-07T00:00:00.0000000Z,0.24591,0.25456,0.23521,0.25062,1354569.50687053,2578
2020-10-08T00:00:00.0000000Z,0.25062,0.25891,0.24133,0.2509,1065474.29517525,1715
2020-10-09T00:00:00.0000000Z,0.25124,0.27874,0.2493,0.27323,1527893.34526794,2464
2020-10-10T00:00:00.0000000Z,0.27314,0.28707,0.2664,0.26853,1875152.76490977,2052
2020-10-11T00:00:00.0000000Z,0.268,0.273,0.26173,0.26792,593727.36269755,1028
2020-10-12T00:00:00.0000000Z,0.26792,0.27924,0.26473,0.27127,466271.65846382,937
2020-10-13T00:00:00.0000000Z,0.27016,0.27352,0.2592,0.26393,374701.21451538,697
2020-10-14T00:00:00.0000000Z,0.26393,0.26834,0.25138,0.25683,566685.83938309,1179
2020-10-15T00:00:00.0000000Z,0.25683,0.25683,0.242,0.24828,581256.81190913,765
2020-10-16T00:00:00.0000000Z,0.24574,0.2551,0.24087,0.25053,515485.6501821,401
2020-10-17T00:00:00.0000000Z,0.24885,0.25288,0.24178,0.24705,281737.6267606,222
2020-10-18T00:00:00.0000000Z,0.24664,0.25044,0.24429,0.24737,87444.22983142,66
2020-10-19T00:00:00.0000000Z,0.24828,0.249,0.24128,0.24128,440065.65502991,295
2020-10-20T00:00:00.0000000Z,0.24114,0.24393,0.22352,0.22662,837850.7526037,771
2020-10-21T00:00:00.0000000Z,0.22678,0.24699,0.22647,0.23431,419973.40646105,483
2020-10-22T00:00:00.0000000Z,0.23474,0.25576,0.23395,0.24305,500213.80791526,693
2020-10-23T00:00:00.0000000Z,0.24216,0.25091,0.24118,0.24334,153194.85816019,163
2020-10-24T00:00:00.0000000Z,0.24388,0.25,0.24144,0.24392,84476.66774341,139
2020-10-25T00:00:00.0000000Z,0.24366,0.2708,0.24366,0.25432,493423.79780451,689
2020-10-26T00:00:00.0000000Z,0.25356,0.25674,0.23773,0.24873,646599.55141958,384
2020-10-27T00:00:00.0000000Z,0.24952,0.25,0.23917,0.23917,691803.36044935,349
2020-10-28T00:00:00.0000000Z,0.238,0.24598,0.22316,0.22766,944795.58351098,862
2020-10-29T00:00:00.0000000Z,0.22814,0.23016,0.21018,0.21324,505781.43812724,441
2020-10-30T00:00:00.0000000Z,0.21454,0.21793,0.2053,0.21254,314587.04444692,337
2020-10-31T00:00:00.0000000Z,0.20999,0.2181,0.20999,0.2181,319891.70706139,142
2020-11-01T00:00:00.0000000Z,0.21801,0.22447,0.20526,0.21018,635744.29984282,287
2020-11-02T00:00:00.0000000Z,0.2113,0.21532,0.20707,0.20833,214856.64877537,139
2020-11-03T00:00:00.0000000Z,0.20833,0.22126,0.198,0.20211,740829.98316535,323
2020-11-04T00:00:00.0000000Z,0.20103,0.20679,0.197,0.20081,77969.73484373,107
2020-11-05T00:00:00.0000000Z,0.20083,0.20989,0.19935,0.20287,282088.31091426,282
2020-11-06T00:00:00.0000000Z,0.20346,0.24,0.20321,0.23435,950369.85828451,820
2020-11-07T00:00:00.0000000Z,0.23473,0.24333,0.21068,0.21613,1000733.39100665,1056
2020-11-08T00:00:00.0000000Z,0.21515,0.24002,0.21435,0.2244,579595.2965141,621
2020-11-09T00:00:00.0000000Z,0.22619,0.22982,0.21681,0.21985,424707.0908613,397
2020-11-10T00:00:00.0000000Z,0.21911,0.23826,0.21777,0.23352,821571.49126508,646
2020-11-11T00:00:00.0000000Z,0.23254,0.23963,0.22828,0.23321,337045.74642901,316
2020-11-12T00:00:00.0000000Z,0.23383,0.23383,0.22139,0.22424,610877.90564157,378
2020-11-13T00:00:00.0000000Z,0.22396,0.2379,0.2236,0.23337,505547.22012207,326
2020-11-14T00:00:00.0000000Z,0.23352,0.23353,0.22259,0.22587,367667.10858753,257
2020-11-15T00:00:00.0000000Z,0.22519,0.23004,0.21766,0.22202,236266.24991604,158
2020-11-16T00:00:00.0000000Z,0.2206,0.22859,0.21547,0.2256,455006.26908897,378
2020-11-17T00:00:00.0000000Z,0.22466,0.22876,0.22072,0.22528,491402.23684104,356
2020-11-18T00:00:00.0000000Z,0.22622,0.27628,0.2229,0.26404,3507681.05568746,3087
2020-11-19T00:00:00.0000000Z,0.26367,0.26406,0.241,0.2485,982775.81832756,850
2020-11-20T00:00:00.0000000Z,0.24814,0.25226,0.24002,0.24629,1394743.2491167,666
2020-11-21T00:00:00.0000000Z,0.24481,0.268,0.24316,0.25855,1478746.47041391,870
2020-11-22T00:00:00.0000000Z,0.25694,0.26795,0.24472,0.25115,1649701.99335868,860
2020-11-23T00:00:00.0000000Z,0.24982,0.339,0.246,0.30889,6148733.15782523,3737
2020-11-24T00:00:00.0000000Z,0.30889,0.378,0.30086,0.33462,4822032.05229256,3771
2020-11-25T00:00:00.0000000Z,0.33356,0.35332,0.2949,0.30855,1854660.35698562,1472
2020-11-26T00:00:00.0000000Z,0.30487,0.30952,0.256,0.2686,1807823.69503584,1264
2020-11-27T00:00:00.0000000Z,0.26701,0.27564,0.2573,0.26965,611143.95891285,313
2020-11-28T00:00:00.0000000Z,0.27011,0.30584,0.26441,0.29776,1120729.83320763,947
2020-11-29T00:00:00.0000000Z,0.29702,0.32319,0.29069,0.31279,903975.64654436,757
2020-11-30T00:00:00.0000000Z,0.31206,0.31725,0.29981,0.31725,870515.8431851,612
2020-12-01T00:00:00.0000000Z,0.31504,0.31504,0.28613,0.28986,681138.88789144,577
2020-12-02T00:00:00.0000000Z,0.28987,0.30038,0.28467,0.295,762452.25148614,462
2020-12-03T00:00:00.0000000Z,0.29671,0.31113,0.29055,0.29742,677765.40411427,485
2020-12-04T00:00:00.0000000Z,0.29761,0.34672,0.2867,0.30873,3276421.67997824,2820
2020-12-05T00:00:00.0000000Z,0.30747,0.34216,0.30103,0.30936,1909160.44809788,1527
2020-12-06T00:00:00.0000000Z,0.30788,0.31558,0.3001,0.30431,671505.48409661,417
2020-12-07T00:00:00.0000000Z,0.30463,0.31546,0.299,0.30297,453090.19597762,482
2020-12-08T00:00:00.0000000Z,0.30211,0.32784,0.27831,0.28304,1940548.52598886,1173
2020-12-09T00:00:00.0000000Z,0.28039,0.29161,0.2628,0.27603,1772483.55172382,811
2020-12-10T00:00:00.0000000Z,0.27532,0.2769,0.24993,0.25287,986875.08781845,1510
2020-12-11T00:00:00.0000000Z,0.25403,0.25995,0.246,0.24723,700751.11073599,584
2020-12-12T00:00:00.0000000Z,0.24697,0.26806,0.24549,0.25913,517277.82938245,242
2020-12-13T00:00:00.0000000Z,0.26228,0.26785,0.25542,0.26074,363560.93086288,146
2020-12-14T00:00:00.0000000Z,0.26073,0.26364,0.25367,0.25671,209357.23283301,90
2020-12-15T00:00:00.0000000Z,0.25588,0.26717,0.25233,0.25485,361859.20543104,181
2020-12-16T00:00:00.0000000Z,0.2529,0.26752,0.2491,0.26435,600669.93687492,284
2020-12-17T00:00:00.0000000Z,0.26785,0.2744,0.25183,0.25799,857077.11302422,529
2020-12-18T00:00:00.0000000Z,0.25741,0.25978,0.25297,0.258,242460.6339535,112
2020-12-19T00:00:00.0000000Z,0.25771,0.25771,0.25012,0.25463,498402.51144617,284
2020-12-20T00:00:00.0000000Z,0.25147,0.27663,0.24039,0.2686,870716.29629349,467
2020-12-21T00:00:00.0000000Z,0.26609,0.42737,0.25105,0.2676,7608375.69555416,5078
2020-12-22T00:00:00.0000000Z,0.26495,0.27452,0.25,0.26006,2009222.63532728,1272
2020-12-23T00:00:00.0000000Z,0.25889,0.25889,0.212,0.22566,1758610.56129034,860
2020-12-24T00:00:00.0000000Z,0.22346,0.24881,0.21641,0.23924,1187457.4689605,539
2020-12-25T00:00:00.0000000Z,0.24176,0.24316,0.22928,0.23611,558909.55945386,213
2020-12-26T00:00:00.0000000Z,0.23429,0.2395,0.22293,0.23044,722790.3190562,308
2020-12-27T00:00:00.0000000Z,0.23221,0.283,0.2315,0.23721,3851806.57530845,2176
2020-12-28T00:00:00.0000000Z,0.23721,0.25238,0.2352,0.23879,1427924.5281233,682
2020-12-29T00:00:00.0000000Z,0.23711,0.24225,0.22275,0.23121,970594.5652033,496
2020-12-30T00:00:00.0000000Z,0.23049,0.2433,0.22779,0.2314,1102450.94281048,342
2020-12-31T00:00:00.0000000Z,0.23052,0.2338,0.222,0.22308,619224.90366873,355
2021-01-01T00:00:00.0000000Z,0.224,0.24037,0.224,0.23186,463294.45433287,289
2021-01-02T00:00:00.0000000Z,0.23191,0.24663,0.22807,0.2325,2005291.70372944,983
2021-01-03T00:00:00.0000000Z,0.23313,0.23377,0.22137,0.23118,3378688.83967475,1255
2021-01-04T00:00:00.0000000Z,0.23315,0.25967,0.22446,0.23343,2767020.59463631,1344
2021-01-05T00:00:00.0000000Z,0.23452,0.268,0.23196,0.2576,2996946.62645682,1152
2021-01-06T00:00:00.0000000Z,0.2582,0.30668,0.25,0.28184,3373744.00850167,1481
2021-01-07T00:00:00.0000000Z,0.28493,0.31228,0.26981,0.28344,2361955.82007168,1275
